provided by Gürkan Korkmaz,http://orcid.org/0000-0003-1911-027X
Sequence,TotalCDS,GenomicGC,GenomicOffTAG,GenomicOffTGA,GenomicOffTAA,Genomic Gs,Genomic Cs,Genomic As,Genomic Ts
05594GCF_001684485.1_ViralProj328666_Genomic.fna,1,0.42312579415501905,28,36,51,481,518,785,577
05595GCF_001684505.1_ViralProj328672_Genomic.fna,1,0.42984218077474895,80,141,96,1617,1379,2392,1582
05596GCF_001684525.1_ViralProj328676_Genomic.fna,1,0.4511725586279314,38,33,69,630,659,841,727
05597GCF_001684545.1_ViralProj328680_Genomic.fna,1,0.447603305785124,28,42,56,739,615,811,860
05598GCF_001684565.1_ViralProj328684_Genomic.fna,1,0.395610278372591,13,32,40,359,380,654,475
05599GCF_001684585.1_ViralProj328688_Genomic.fna,1,0.4325447570332481,28,45,67,676,677,951,824
05600GCF_001684605.1_ViralProj328327_Genomic.fna,1,0.39480538810746446,158,283,232,2595,2710,4242,3890
05601GCF_001684625.1_ViralProj328671_Genomic.fna,1,0.47552638774952144,95,132,72,1717,1761,2040,1796
05602GCF_001684645.1_ViralProj328675_Genomic.fna,1,0.3612204724409449,35,42,55,480,254,708,590
05603GCF_001684665.1_ViralProj328679_Genomic.fna,1,0.44105461393596984,37,47,56,654,517,774,710
05604GCF_001684685.1_ViralProj328683_Genomic.fna,1,0.4780863164938106,29,57,41,667,762,789,771
05605GCF_001684705.1_ViralProj328687_Genomic.fna,1,0.5116279069767442,14,32,35,555,523,533,496
05606GCF_001684725.1_ViralProj328667_Genomic.fna,1,0.45361635220125784,50,50,65,866,865,1148,937
05607GCF_001684745.1_ViralProj328673_Genomic.fna,1,0.37268128161888703,34,48,68,485,399,713,775
05608GCF_001684765.1_ViralProj328677_Genomic.fna,1,0.46598639455782315,8,12,16,230,318,375,253
05609GCF_001684785.1_ViralProj328681_Genomic.fna,1,0.42042755344418054,14,42,56,560,502,775,689
05610GCF_001684805.1_ViralProj328685_Genomic.fna,1,0.4363304427202191,35,21,44,453,503,653,582
05611GCF_001684825.1_ViralProj328689_Genomic.fna,1,0.5464716006884681,12,36,21,595,675,584,470
05612GCF_001684845.1_ViralProj328669_Genomic.fna,1,0.3835774865073246,63,122,133,1122,868,1580,1618
05613GCF_001684865.1_ViralProj328674_Genomic.fna,1,0.4141018466703973,18,31,38,374,366,512,535
05614GCF_001684885.1_ViralProj328678_Genomic.fna,1,0.4557860262008734,13,29,34,469,366,484,513
05615GCF_001684905.1_ViralProj328682_Genomic.fna,1,0.4505321245565629,35,44,47,587,556,566,828
05616GCF_001684925.1_ViralProj328686_Genomic.fna,1,0.4517849815346738,25,36,34,588,513,712,624
05617GCF_001684945.1_ViralProj328690_Genomic.fna,1,0.43412322274881515,14,10,13,248,210,360,237
05618GCF_001685265.1_ViralProj328134_Genomic.fna,1,0.47839699436443334,51,93,63,1287,1005,1275,1224
05619GCF_001685285.1_ViralProj328668_Genomic.fna,1,0.45398406374501993,33,117,88,1239,1040,1105,1636
05620GCF_001685305.1_ViralMultiSegProj327702_Genomic.fna,2,0.47445482866043615,29,66,30,800,723,813,874
05621GCF_001685325.1_ViralProj328670_Genomic.fna,1,0.454994850669413,37,134,81,1233,976,1064,1582
05622GCF_001685345.1_ViralProj328030_Genomic.fna,1,0.45337423312883435,355,626,327,6743,5820,8582,6565
05623GCF_001689815.1_ViralProj329642_Genomic.fna,1,0.3556631309176337,658,863,1267,8442,6546,15298,11855
05624GCF_001689835.1_ViralProj329635_Genomic.fna,1,0.4190031152647975,116,217,167,2442,2131,3317,3024
05625GCF_001689855.1_ViralProj329636_Genomic.fna,1,0.36367172306495527,31,22,73,422,513,978,658
05626GCF_001693545.1_ViralProj331041_Genomic.fna,1,0.3886285535770072,69,191,92,1475,1013,2055,1859
05627GCF_001695425.1_ViralMultiSegProj331042_Genomic.fna,6,0.31909963588215823,260,410,446,2530,2290,5552,4733
05628GCF_001695445.1_ViralProj331040_Genomic.fna,1,0.6033251925605861,44,118,26,2662,3761,2038,2185
05629GCF_001695465.1_ViralProj331044_Genomic.fna,1,0.33758820621151514,2530,1741,4630,22567,22499,44030,44398
05630GCF_001695485.1_ViralProj330731_Genomic.fna,1,0.4617781851512374,153,215,149,2753,2285,3452,2420
05631GCF_001695505.1_ViralProj331043_Genomic.fna,1,0.5742694313083545,26,113,43,1947,2789,1437,2074
05632GCF_001698255.1_ViralProj335748_Genomic.fna,1,0.599009900990099,13,62,15,1205,2909,1277,1477
05633GCF_001698275.1_ViralProj336042_Genomic.fna,1,0.6186562370101651,250,749,64,16424,16319,9896,10287
05634GCF_001698295.1_ViralProj336046_Genomic.fna,1,0.42845777929310147,95,160,159,1833,1937,2582,2447
05635GCF_001698315.1_ViralProj336037_Genomic.fna,1,0.4559548978153629,31,55,52,689,605,732,812
05636GCF_001698335.1_ViralProj336043_Genomic.fna,1,0.6193298332635466,302,1183,160,28217,29468,19045,16411
05637GCF_001698355.1_ViralProj336038_Genomic.fna,1,0.5019879702314202,70,308,65,3008,1916,2297,2588
05638GCF_001698375.1_ViralProj336044_Genomic.fna,1,0.6193106328056789,239,733,68,16377,16252,9845,10212
05639GCF_001698395.1_ViralProj336039_Genomic.fna,1,0.42717391304347824,20,60,59,605,574,736,845
05640GCF_001698415.1_ViralProj336045_Genomic.fna,1,0.6192780687770439,239,738,69,16375,16256,9833,10228
05641GCF_001706865.1_ViralProj336275_Genomic.fna,1,0.3073170731707317,125,275,256,1566,1269,3069,3321
05642GCF_001706885.1_ViralProj339070_Genomic.fna,1,0.43528982865475757,28,61,56,651,543,686,863
05643GCF_001706905.1_ViralMultiSegProj339074_Genomic.fna,3,0.33652353854112776,244,425,471,3049,2155,5859,4401
05644GCF_001706925.1_ViralProj336530_Genomic.fna,1,0.555758128228502,25,149,53,2279,3208,1880,2506
05645GCF_001706945.1_ViralProj339071_Genomic.fna,1,0.44987240247903754,33,56,51,636,598,687,822
05646GCF_001706965.1_ViralProj338306_Genomic.fna,1,0.46308043643745245,43,71,50,1006,819,1106,1010
05647GCF_001706985.1_ViralProj339073_Genomic.fna,1,0.2929453965723396,39,52,102,383,352,961,813
05648GCF_001707005.1_ViralProj336557_Genomic.fna,1,0.41946274708565634,54,277,113,2136,2002,2691,3036
05649GCF_001707025.1_ViralProj339072_Genomic.fna,1,0.493211334120425,76,107,56,1621,1721,1991,1443
05650GCF_001712785.1_ViralProj339556_Genomic.fna,1,0.5682179582317396,79,130,46,2616,2744,1967,2106
05651GCF_001714355.1_ViralProj339877_Genomic.fna,1,0.5838343353373413,33,107,33,2060,2310,1529,1586
05652GCF_001714375.1_ViralProj339881_Genomic.fna,1,0.4272125723738627,91,161,137,1730,1369,2181,1974
05653GCF_001714395.1_ViralProj339885_Genomic.fna,1,0.4511429289123336,107,142,120,1911,1681,2273,2097
05654GCF_001714415.1_ViralProj339879_Genomic.fna,1,0.41818181818181815,102,179,130,1630,1360,2184,1976
05655GCF_001714435.1_ViralProj339883_Genomic.fna,1,0.4238822099148994,106,166,158,1712,1426,2222,2043
05656GCF_001714455.1_ViralProj339878_Genomic.fna,1,0.5987886574286501,202,427,219,9502,10073,6669,6447
05657GCF_001714475.1_ViralProj339882_Genomic.fna,1,0.4139777564190581,104,173,139,1647,1368,2275,1993
05658GCF_001714495.1_ViralProj339886_Genomic.fna,1,0.41547510394483317,111,211,154,2191,1906,3223,2541
05659GCF_001714515.1_ViralProj339880_Genomic.fna,1,0.4457268480351745,95,159,111,1728,1516,2141,1893
05660GCF_001714535.1_ViralProj339884_Genomic.fna,1,0.44500531349628053,112,155,111,1813,1537,2243,1935
05661GCF_001717195.1_ViralProj340167_Genomic.fna,1,0.5212328767123288,59,124,77,1932,1873,1846,1649
05662GCF_001717215.1_ViralProj340441_Genomic.fna,1,0.3946773351887285,65,155,115,1230,1039,1921,1559
05663GCF_001717235.1_ViralProj340454_Genomic.fna,1,0.3940529150081948,55,84,90,951,732,1285,1303
05664GCF_001717255.1_ViralProj340458_Genomic.fna,1,0.4313080654443805,131,242,128,2651,2595,3752,3165
05665GCF_001717275.1_ViralProj340440_Genomic.fna,1,0.41410855865013213,104,249,161,2262,1812,3157,2607
05666GCF_001717295.1_ViralProj340453_Genomic.fna,1,0.4151359294636297,122,229,184,2387,2133,3313,3055
05667GCF_001717315.1_ViralProj340457_Genomic.fna,1,0.43031183636973286,107,162,104,2061,1789,3002,2095
05668GCF_001717335.1_ViralProj340439_Genomic.fna,1,0.39867075664621676,105,299,150,2377,1522,3257,2624
05669GCF_001717355.1_ViralProj340443_Genomic.fna,1,0.6812709564106658,152,211,49,10491,10843,5081,4900
05670GCF_001717375.1_ViralProj340456_Genomic.fna,1,0.5129759129759129,18,94,23,1009,2292,1306,1828
05671GCF_001717395.1_ViralProj340175_Genomic.fna,1,0.38908070781182563,49,70,80,803,1000,1813,1018
05672GCF_001717415.1_ViralProj340442_Genomic.fna,1,0.5494061223076391,989,1623,993,31841,31622,25925,26124
05673GCF_001717435.1_ViralProj340455_Genomic.fna,1,0.3709861079480756,45,83,108,814,815,1430,1332
05674GCF_001722685.1_ViralProj342441_Genomic.fna,1,0.428212641272499,41,45,52,518,505,682,684
05675GCF_001722705.1_ViralProj342445_Genomic.fna,1,0.3133765387648733,416,503,1060,4655,4484,10007,10017
05676GCF_001722725.1_ViralProj342449_Genomic.fna,1,0.37514518002322883,72,275,86,1493,1414,2599,2243
05677GCF_001722745.1_ViralProj342453_Genomic.fna,1,0.4878545682494907,47,131,42,1589,1524,1492,1776
05678GCF_001722765.1_ViralProj342457_Genomic.fna,1,0.4781128404669261,19,32,26,510,473,536,537
05679GCF_001722785.1_ViralProj342443_Genomic.fna,1,0.367135761589404,33,49,73,463,424,824,705
05680GCF_001722805.1_ViralMultiSegProj342447_Genomic.fna,2,0.37329208558906934,25,79,75,639,809,1162,1269
05681GCF_001722825.1_ViralProj342451_Genomic.fna,1,0.5019672131147541,100,142,136,2098,2495,2171,2386
05682GCF_001722845.1_ViralMultiSegProj342455_Genomic.fna,2,0.44299185597942564,33,83,52,717,1350,1257,1342
05683GCF_001722865.1_ViralProj342442_Genomic.fna,1,0.3786764705882353,33,66,71,531,499,838,852
05684GCF_001722885.1_ViralProj342446_Genomic.fna,1,0.43598086124401914,60,106,76,1275,1003,1643,1304
05685GCF_001722905.1_ViralProj342450_Genomic.fna,1,0.4458116422148604,37,85,66,1067,817,1190,1152
05686GCF_001722925.1_ViralProj342454_Genomic.fna,1,0.594030433086227,38,56,33,1419,1626,1023,1058
05687GCF_001722945.1_ViralProj342458_Genomic.fna,1,0.5228360156589822,9,32,28,577,625,475,622
05688GCF_001722965.1_ViralProj341707_Genomic.fna,1,0.34216753431140556,446,512,910,5273,4849,9765,9695
05689GCF_001722985.1_ViralProj342444_Genomic.fna,1,0.32221759066277617,30,55,82,394,379,872,754
05690GCF_001723005.1_ViralProj342448_Genomic.fna,1,0.4422087745839637,71,165,77,1566,1357,2077,1610
05691GCF_001723025.1_ViralMultiSegProj342452_Genomic.fna,3,0.5170314877677631,54,161,71,2389,2028,1771,2355
05692GCF_001723045.1_ViralMultiSegProj342456_Genomic.fna,2,0.5103734439834025,14,58,49,738,1722,1180,1180
05693GCF_001725835.1_ViralProj342647_Genomic.fna,1,0.4531260359344958,402,593,528,7258,6411,7659,8838
05694GCF_001725855.1_ViralProj342645_Genomic.fna,1,0.5220522052205221,24,19,21,500,660,554,508
05695GCF_001725875.1_ViralMultiSegProj342649_Genomic.fna,2,0.4565450643776824,32,49,51,687,1015,1076,950
05696GCF_001725895.1_ViralProj342507_Genomic.fna,1,0.25521275306097707,558,601,1267,4256,4165,12670,11905
05697GCF_001725915.1_ViralProj342648_Genomic.fna,1,0.428778421756576,108,194,146,2035,1812,2524,2601
05698GCF_001725935.1_ViralMultiSegProj342646_Genomic.fna,2,0.5868072584600295,15,59,22,1234,1159,890,795
05699GCF_001736255.1_ViralProj343487_Genomic.fna,1,0.4681392772106839,300,888,704,10172,9686,11829,10732
05700GCF_001736275.1_ViralProj343491_Genomic.fna,1,0.3945839385764682,132,261,242,1929,1874,3330,2505
05701GCF_001736295.1_ViralProj343506_Genomic.fna,1,0.6148387993032625,343,1237,213,28043,29493,19393,16650
05702GCF_001736315.1_ViralProj343510_Genomic.fna,1,0.5925615929800877,424,1163,166,22044,21850,14369,15812
05703GCF_001736335.1_ViralProj343514_Genomic.fna,1,0.6711328695353431,57,509,36,15207,16049,8128,7188
05704GCF_001736355.1_ViralProj343518_Genomic.fna,1,0.4481132596380021,972,2053,1580,21081,19497,26037,23938
05705GCF_001736375.1_ViralProj343522_Genomic.fna,1,0.639324291399334,107,470,75,11509,12107,7148,6175
05706GCF_001736395.1_ViralProj343526_Genomic.fna,1,0.3895277636727501,487,740,596,5775,7266,9375,11063
05707GCF_001736415.1_ViralProj343530_Genomic.fna,1,0.6636876660591555,67,514,37,14675,15550,8270,7046
05708GCF_001736435.1_ViralProj343534_Genomic.fna,1,0.4276220093293876,401,994,644,9794,7257,12242,10581
05709GCF_001736455.1_ViralProj343538_Genomic.fna,1,0.6613606628870475,92,624,66,16861,13469,8263,7267
05710GCF_001736475.1_ViralProj343486_Genomic.fna,1,0.46121247792819303,86,196,97,2192,1726,2304,2273
05711GCF_001736495.1_ViralProj343490_Genomic.fna,1,0.6385501562595747,112,352,92,9973,10868,6432,5365
05712GCF_001736515.1_ViralProj343505_Genomic.fna,1,0.4700813371026137,950,1405,1310,18816,19097,20394,22345
05713GCF_001736535.1_ViralProj343509_Genomic.fna,1,0.5948134209689389,415,1180,144,22473,22414,14532,16045
05714GCF_001736555.1_ViralProj343513_Genomic.fna,1,0.6500018009581097,86,682,55,17936,18156,10469,8965
05715GCF_001736575.1_ViralProj343517_Genomic.fna,1,0.4935310116793771,1121,1676,1097,23479,22792,24782,22702
05716GCF_001736595.1_ViralProj343521_Genomic.fna,1,0.642942942942943,101,464,78,11484,12067,7050,6029
05717GCF_001736615.1_ViralProj343525_Genomic.fna,1,0.40817426108374383,423,816,737,8837,7072,13174,9893
05718GCF_001736635.1_ViralProj343529_Genomic.fna,1,0.6635545941022429,27,171,18,5216,6440,3165,2745
05719GCF_001736655.1_ViralProj343533_Genomic.fna,1,0.62834421255861,119,693,140,15467,11871,8210,7960
05720GCF_001736675.1_ViralProj343537_Genomic.fna,1,0.6794374892814269,79,532,30,18666,20952,10374,8318
05721GCF_001736695.1_ViralProj343484_Genomic.fna,1,0.4459925093632959,75,162,97,1514,1463,2015,1683
05722GCF_001736715.1_ViralProj343489_Genomic.fna,1,0.4470203614105631,1517,4120,1847,37021,37909,46635,46056
05723GCF_001736735.1_ViralProj343504_Genomic.fna,1,0.661317051897078,92,624,66,16861,13467,8263,7269
05724GCF_001736755.1_ViralProj343508_Genomic.fna,1,0.68619320172877,20,174,22,5527,6222,2808,2565
05725GCF_001736775.1_ViralProj343512_Genomic.fna,1,0.6192116258731821,289,1192,158,28076,29276,18945,16324
05726GCF_001736795.1_ViralProj343516_Genomic.fna,1,0.6194895838883265,301,1191,159,28504,29632,19138,16571
05727GCF_001736815.1_ViralProj343520_Genomic.fna,1,0.6035667107001321,184,777,213,13882,13532,9651,8355
05728GCF_001736835.1_ViralProj343524_Genomic.fna,1,0.40407791691033285,2967,2584,4520,35981,31043,53820,45025
05729GCF_001736855.1_ViralProj343528_Genomic.fna,1,0.6651438240270727,46,215,22,5415,6378,3147,2790
05730GCF_001736875.1_ViralProj343532_Genomic.fna,1,0.5817972350230415,258,1246,305,25232,23248,19248,15600
05731GCF_001736895.1_ViralProj343536_Genomic.fna,1,0.5912628467608536,414,1019,269,21766,21842,14651,15495
05732GCF_001736915.1_ViralProj343483_Genomic.fna,1,0.6211549484142147,178,622,99,13426,12583,7741,8122
05733GCF_001736935.1_ViralProj343488_Genomic.fna,1,0.3642835416636491,2641,2462,4129,27109,23192,46473,41308
05734GCF_001736955.1_ViralProj343492_Genomic.fna,1,0.42180019990530804,2351,2760,3453,34182,29962,48026,39902
05735GCF_001736975.1_ViralProj343507_Genomic.fna,1,0.5894928780951878,437,1154,225,22279,22335,14826,16242
05736GCF_001736995.1_ViralProj343511_Genomic.fna,1,0.6004549063365019,213,803,134,14391,13592,9510,9110
05737GCF_001737015.1_ViralProj343515_Genomic.fna,1,0.6703156822810591,45,550,25,17636,19226,9908,8222
05738GCF_001737035.1_ViralProj343519_Genomic.fna,1,0.6218068784123062,270,724,100,15304,15902,9669,9311
05739GCF_001737055.1_ViralProj343523_Genomic.fna,1,0.584941061304401,280,751,178,14392,14290,10027,10325
05740GCF_001737075.1_ViralProj343527_Genomic.fna,1,0.7053863668706418,44,465,18,18634,21020,9321,7241
05741GCF_001737095.1_ViralProj343531_Genomic.fna,1,0.6571303778117493,68,504,27,13127,13954,7726,6404
05742GCF_001737115.1_ViralProj343535_Genomic.fna,1,0.29974812965717235,3127,2415,5925,22510,17596,51579,42114
05743GCF_001737135.1_ViralProj343539_Genomic.fna,1,0.6765320474181233,35,491,22,16003,17668,8813,7286
05744GCF_001743535.1_ViralProj41333_Genomic.fna,1,0.42442918220685893,384,731,1058,8781,9882,12218,13091
05745GCF_001743555.1_ViralProj343548_Genomic.fna,1,0.35238000363314603,2230,3118,5138,28188,31946,54441,56076
05746GCF_001743575.1_ViralProj344089_Genomic.fna,1,0.6196814562002275,253,744,61,16397,16285,9856,10202
05747GCF_001743595.1_ViralProj344093_Genomic.fna,1,0.6719430598589968,52,497,31,14589,15338,7798,6813
05748GCF_001743615.1_ViralProj344097_Genomic.fna,1,0.6690295545587123,74,553,34,17355,18887,9719,8210
05749GCF_001743635.1_ViralProj344101_Genomic.fna,1,0.49137262420371064,1661,4590,3528,57477,55294,58877,57854
05750GCF_001743655.1_ViralProj344105_Genomic.fna,1,0.49414724597903953,1668,4828,3400,61806,59182,62813,61041
05751GCF_001743675.1_ViralProj344109_Genomic.fna,1,0.3066383635661907,322,537,949,3802,4143,8650,9315
05752GCF_001743695.1_ViralProj344113_Genomic.fna,1,0.4924860137271699,1461,1528,955,23021,23547,22954,25035
05753GCF_001743715.1_ViralProj344117_Genomic.fna,1,0.36618683001531394,388,802,872,6741,5215,11731,8963
05754GCF_001743735.1_ViralProj344121_Genomic.fna,1,0.3869857107661986,3014,3020,4552,34107,28724,54232,45297
05755GCF_001743755.1_ViralProj344125_Genomic.fna,1,0.38787751884514954,2995,3005,4492,34153,28829,53988,45406
05756GCF_001743775.1_ViralProj344129_Genomic.fna,1,0.5072522982635342,274,956,616,10595,9269,10182,9114
05757GCF_001743795.1_ViralProj344134_Genomic.fna,1,0.39394639693290434,1779,4245,4287,35326,31156,52591,49686
05758GCF_001743815.1_ViralProj344142_Genomic.fna,1,0.5458895915228166,248,709,218,10084,5886,4724,8561
05759GCF_001743835.1_ViralProj344146_Genomic.fna,1,0.27751708863784835,4373,5359,10651,36074,33595,91943,89432
05760GCF_001743855.1_ViralProj344151_Genomic.fna,1,0.6745499561561872,42,496,27,13492,12663,6446,6173
05761GCF_001743875.1_ViralProj344156_Genomic.fna,1,0.3582289153123819,384,841,946,6798,5524,12165,9910
05762GCF_001743895.1_ViralProj344160_Genomic.fna,1,0.40254705175079136,465,986,865,8732,7673,12857,11491
05763GCF_001743915.1_ViralProj344165_Genomic.fna,1,0.38784663820244103,3036,2931,4515,34234,28717,53989,45369
05764GCF_001743935.1_ViralProj344169_Genomic.fna,1,0.35279376547944563,2201,3149,5128,28283,31971,54675,55862
05765GCF_001743955.1_ViralProj344174_Genomic.fna,1,0.4928809191452808,1403,1522,989,22689,23213,22662,24566
05766GCF_001743975.1_ViralProj344178_Genomic.fna,1,0.5183928205361821,358,873,626,12260,10499,10756,10388
05767GCF_001743995.1_ViralProj344182_Genomic.fna,1,0.6376173876602472,244,671,124,16311,17162,9535,9489
05768GCF_001744015.1_ViralProj344186_Genomic.fna,1,0.35734896302975655,336,396,663,4152,3774,7277,6977
05769GCF_001744035.1_ViralProj344190_Genomic.fna,1,0.3570927889249102,341,390,701,4249,3902,7472,7203
05770GCF_001744055.1_ViralProj344194_Genomic.fna,1,0.4865939443368335,329,935,743,10223,8869,10507,9637
05771GCF_001744075.1_ViralProj344198_Genomic.fna,1,0.4007857032814666,147,290,208,2462,2741,3933,3846
05772GCF_001744095.1_ViralMultiSegProj344204_Genomic.fna,3,0.4493816631130064,115,304,109,2722,2547,3355,3101
05773GCF_001744115.1_ViralProj344208_Genomic.fna,1,0.31266954363114674,4217,3981,7089,33629,34260,74400,74838
05774GCF_001744135.1_ViralProj344212_Genomic.fna,1,0.6772190219177608,69,532,46,18456,20692,10362,8297
05775GCF_001744155.1_ViralProj344216_Genomic.fna,1,0.5092841163310962,70,176,76,2169,2384,2083,2304
05776GCF_001744175.1_ViralProj344220_Genomic.fna,1,0.34539751159848164,644,702,1111,6524,6579,12165,12668
05777GCF_001744195.1_ViralProj344224_Genomic.fna,1,0.5058665772712034,194,900,532,10876,10250,10721,9915
05778GCF_001744215.1_ViralProj344312_Genomic.fna,1,0.4857800204937842,757,1981,1536,25017,25235,26656,26538
05779GCF_001744235.1_ViralProj344086_Genomic.fna,1,0.3554165258941069,2163,3038,4920,27679,31232,52773,54068
05780GCF_001744255.1_ViralProj344090_Genomic.fna,1,0.6751475190520557,36,510,20,14157,14104,7244,6354
05781GCF_001744275.1_ViralProj344094_Genomic.fna,1,0.6524907260201378,177,406,93,15220,14330,7966,7772
05782GCF_001744295.1_ViralProj344098_Genomic.fna,1,0.6737020103964426,49,459,19,15360,16911,8674,6956
05783GCF_001744315.1_ViralProj344102_Genomic.fna,1,0.5210174072916625,1218,4854,2823,65229,63145,59770,58247
05784GCF_001744335.1_ViralProj344106_Genomic.fna,1,0.5121137191371183,1343,4782,2929,64545,61584,61140,59022
05785GCF_001744355.1_ViralProj344110_Genomic.fna,1,0.38724017338193284,3044,3002,4540,34158,28736,54193,45329
05786GCF_001744375.1_ViralProj344114_Genomic.fna,1,0.548203666657532,523,1288,298,19766,20243,16684,16289
