Sequence,TotalCDS,Uncounted,%Uncounted,TGA,TAG,TAA,TGA,TAG,TAA,CDSGC,TGA,TAG,TAA,TGA,TAG,TAA,G,C,A,T,CDS Size,Sequence,TotalFASTAsequences,GenomicGC,TAG,TGA,TAA,G,C,A,T,Equal Sequence,Genomic Size,NonCoding Size,%gOffTAG,%gOffTGA,%gOffTAA,NonCoding%,NonCodingG+C,NoncodingA+T,NonCoding%GC,TAG,TGA,TAG
00557GCF_001729385.1_ASM172938v1.fna,1801,84,0.046640755,267,364,1086,0.155503786,0.21199767,0.632498544,0.313077391,45314,20257,54304,0.378010428,0.168984359,0.453005214,293514,207572,587136,512296,1.60E+06,00557GCF_001729385.1_ASM172938v1.fna,58,0.300627594,20920,40148,67392,276328,267786,637084,628729,TRUE,1809927,209409,0.16285225,0.312533084,0.524614666,0.115700246,43028,166381,0.205473499,663,-5166,13088
00558GCF_001729395.1_ASM172939v1.fna,1474,106,0.071913161,141,257,970,0.103070175,0.187865497,0.709064327,0.292037504,32627,24552,53337,0.295224221,0.222157878,0.482617901,224876,170289,552784,405182,1.35E+06,00558GCF_001729395.1_ASM172939v1.fna,167,0.27743509,24006,29348,61441,216398,215516,568889,556008,TRUE,1556811,203680,0.209120606,0.255655734,0.53522366,0.130831552,36749,166931,0.180425177,-546,-3279,8104
00559GCF_001729455.1_ASM172945v1.fna,1719,128,0.074461896,243,320,1028,0.152734129,0.201131364,0.646134507,0.322989141,42599,21070,52476,0.366774291,0.181411167,0.451814542,293663,211326,570810,487687,1.56E+06,00559GCF_001729455.1_ASM172945v1.fna,112,0.312991689,21136,34965,61982,267845,268142,588565,587912,TRUE,1712464,148978,0.178992742,0.296105282,0.524901976,0.086996281,30998,117980,0.20807099,66,-7634,9506
00560GCF_001729965.1_ASM172996v1.fna,1593,61,0.03829253,144,228,1160,0.093994778,0.148825065,0.757180157,0.293958214,35898,27679,58499,0.294062715,0.226735804,0.479201481,242388,191223,606412,435054,1.48E+06,00560GCF_001729965.1_ASM172996v1.fna,37,0.276968087,26968,31882,68216,236686,242245,606102,644159,TRUE,1729192,254115,0.212236161,0.250908976,0.536854863,0.146955919,45320,208795,0.17834445,-711,-4016,9717
00561GCF_001748385.1_ASM174838v1.fna,2094,64,0.030563515,749,381,900,0.368965517,0.187684729,0.443349754,0.499610194,41338,27801,42030,0.371848267,0.250078709,0.378073024,526277,389489,479793,437402,1.83E+06,00561GCF_001748385.1_ASM174838v1.fna,10,0.490755079,27931,36738,45493,495148,497465,512591,517420,TRUE,2022624,189663,0.25354478,0.333490677,0.412964543,0.093770765,76847,112816,0.40517655,130,-4600,3463
00562GCF_001767315.1_ASM176731v1.fna,2009,53,0.026381284,1085,476,395,0.554703476,0.243353783,0.20194274,0.645133901,19330,2160,2157,0.817439844,0.091343511,0.091216645,587803,576994,342107,298608,1.81E+06,00562GCF_001767315.1_ASM176731v1.fna,1,0.637636548,7385,22147,4119,628957,628644,357358,357326,TRUE,1972285,166773,0.21945856,0.658137945,0.122403495,0.084558266,92804,73969,0.556468973,5225,2817,1962
00563GCF_001861355.1_ASM186135v1.fna,4350,216,0.049655172,2053,1015,1066,0.496613449,0.245524915,0.257861635,0.626139186,44810,6849,6288,0.773292837,0.118194212,0.108512951,1202134,1216271,791576,652427,3.86E+06,00563GCF_001861355.1_ASM186135v1.fna,61,0.614732745,22219,55007,12629,1406741,1409287,884624,880246,TRUE,4580898,718490,0.247276167,0.612175171,0.140548662,0.156844793,397623,320867,0.5534148,15370,10197,6341
00564GCF_001886955.1_ASM188695v1.fna,2097,49,0.023366714,1151,479,418,0.562011719,0.233886719,0.204101563,0.645000261,20528,2340,2323,0.814894208,0.092890318,0.092215474,617219,606391,360701,312758,1.90E+06,00564GCF_001886955.1_ASM188695v1.fna,1,0.636211754,7735,23888,4553,663556,663548,380190,378653,TRUE,2085947,188878,0.213815789,0.660327289,0.125856922,0.090547842,103494,85384,0.547940999,5395,3360,2230
00565GCF_001888095.1_ASM188809v1.fna,2021,71,0.035131123,981,20,949,0.503076923,0.01025641,0.486666667,0.43083392,45419,12869,26852,0.533462532,0.151151045,0.315386422,421477,351293,549956,470935,1.79E+06,00565GCF_001888095.1_ASM188809v1.fna,15,0.420649342,15363,39512,31451,417447,419405,579073,573504,TRUE,1989429,195768,0.177964924,0.457706832,0.364328244,0.098404115,64082,131686,0.327336439,2494,-5907,4599
00566GCF_001889405.1_ASM188940v1.fna,2013,60,0.029806259,972,21,960,0.497695853,0.010752688,0.491551459,0.435741993,45625,12695,26902,0.535366455,0.148963883,0.315669663,432510,363249,556830,473627,1.83E+06,00566GCF_001889405.1_ASM188940v1.fna,1,0.424004429,15548,40118,31832,429598,428146,589713,575503,TRUE,2022960,196744,0.17769549,0.458501909,0.363802601,0.097255507,61985,134759,0.31505408,2853,-5507,4930
00567GCF_001950595.1_ASM195059v1.fna,2669,107,0.040089921,1181,766,615,0.460967994,0.298985168,0.240046838,0.662131093,21819,3119,2494,0.795384952,0.113699329,0.090915719,758403,770267,417389,362653,2.31E+06,00567GCF_001950595.1_ASM195059v1.fna,2,0.653635124,9897,26257,4909,840948,841750,445253,446418,TRUE,2574369,265657,0.241019896,0.639432092,0.119548012,0.103193054,154028,111629,0.579800269,6778,4438,2415
00568GCF_001953745.1_ASM195374v1.fna,3962,177,0.044674407,2172,860,753,0.573844122,0.227212682,0.198943197,0.664057688,28909,4206,3761,0.783951622,0.114057924,0.101990454,1104035,1112478,608421,512898,3.34E+06,00568GCF_001953745.1_ASM195374v1.fna,3,0.652539969,17255,38142,8859,1296601,1300912,686766,696340,TRUE,3980619,642787,0.268535234,0.593594373,0.137870393,0.161479157,381000,261787,0.59273134,13049,9233,5098
00569GCF_001971705.1_ASM197170v1.fna,3711,129,0.03476152,1685,609,1288,0.470407594,0.17001675,0.359575656,0.625933783,32987,5273,5573,0.752560856,0.120297493,0.127141651,1015820,1026647,668528,552077,3.26E+06,00569GCF_001971705.1_ASM197170v1.fna,4,0.613525773,16748,43589,11533,1177907,1175457,742973,739466,TRUE,3835803,572731,0.233031863,0.606497843,0.160470294,0.149311891,310897,261834,0.542832499,11475,10602,5960
00570GCF_001989615.1_ASM198961v1.fna,3809,131,0.034392229,2285,814,579,0.621261555,0.221315933,0.157422512,0.666052724,32387,3986,2825,0.826241135,0.101688862,0.072070004,1104572,1103516,603005,504092,3.32E+06,00570GCF_001989615.1_ASM198961v1.fna,3,0.655816683,14724,37967,6450,1241744,1236582,650159,650507,TRUE,3778992,463807,0.248964339,0.641974265,0.109061396,0.122732993,270238,193569,0.582651836,10738,5580,3625
00571GCF_002025255.1_ASM202525v1.fna,3537,161,0.045518801,1845,1010,521,0.546504739,0.299170616,0.154324645,0.677119132,30516,3534,2503,0.834842557,0.096681531,0.068475912,1031812,1000945,524254,445056,3.00E+06,00571GCF_002025255.1_ASM202525v1.fna,5,0.667566585,13034,33700,5323,1159008,1159141,575654,578733,TRUE,3472536,470469,0.250379392,0.647367309,0.102253299,0.135482829,285392,185077,0.6066117,9500,3184,2820
00572GCF_002072215.1_ASM207221v1.fna,1970,105,0.053299492,251,310,1304,0.13458445,0.166219839,0.69919571,0.289909782,48607,33344,75320,0.309065244,0.212016201,0.478918555,319410,211645,686327,614412,1.83E+06,00572GCF_002072215.1_ASM207221v1.fna,40,0.254422604,39349,41355,120935,296515,325576,926550,896468,TRUE,2445109,613315,0.19514578,0.205094253,0.599759967,0.250833398,91036,522279,0.148432698,6005,-7252,45615
00573GCF_002077075.1_ASM207707v1.fna,2649,311,0.117402794,759,536,1043,0.324636441,0.229255774,0.446107784,0.471014944,46859,37644,47743,0.354332078,0.284651332,0.36101659,569735,406508,566751,529643,2.07E+06,00573GCF_002077075.1_ASM207707v1.fna,178,0.462010865,37494,42218,55388,543417,542163,635528,628577,TRUE,2349685,277048,0.277527757,0.312494449,0.409977794,0.117908571,109337,167711,0.394650025,-150,-4641,7645
00574GCF_002078205.1_ASM207820v1.fna,1709,155,0.090696314,619,622,313,0.398326898,0.4002574,0.201415701,0.614547715,16440,14205,9450,0.410026188,0.354283577,0.235690236,459321,384123,279464,249555,1.37E+06,00574GCF_002078205.1_ASM207820v1.fna,80,0.608943838,16884,16806,10114,472731,470618,301834,303973,TRUE,1549156,176693,0.385444252,0.383663592,0.230892156,0.11405759,99905,76788,0.565415721,2679,366,664
00575GCF_002078355.1_ASM207835v1.fna,1798,61,0.033926585,485,196,1056,0.279217041,0.112838227,0.607944732,0.378825255,33897,17571,41699,0.363830541,0.188596821,0.447572638,338595,270914,555932,443504,1.61E+06,00575GCF_002078355.1_ASM207835v1.fna,1,0.364925252,18111,31928,48957,335533,331165,583148,577098,TRUE,1826944,217999,0.182946786,0.322518082,0.494535133,0.119324402,57189,160810,0.262336066,540,-1969,7258
00576GCF_002114285.1_ASM211428v1.fna,3604,291,0.080743618,2090,705,518,0.630848174,0.212798068,0.156353758,0.679041153,30843,4919,3834,0.778942317,0.12422972,0.096827962,1045487,1018335,521987,453509,3.04E+06,00576GCF_002114285.1_ASM211428v1.fna,155,0.665934426,13585,36889,8485,1198856,1200872,600016,603806,TRUE,3603550,564232,0.230414356,0.625672077,0.143913567,0.156576709,335906,228326,0.595333125,8666,6046,4651
00577GCF_002135005.1_ASM213500v1.fna,3792,712,0.187763713,1989,650,441,0.645779221,0.211038961,0.143181818,0.707542083,22453,2597,1789,0.836581095,0.096762174,0.066656731,1035432,1009100,451824,393270,2.89E+06,00577GCF_002135005.1_ASM213500v1.fna,402,0.701171618,8930,26642,4375,1159612,1159856,494767,493754,TRUE,3307989,418363,0.223546199,0.666933687,0.109520114,0.126470493,274936,143427,0.657170926,6333,4189,2586
00578GCF_002135045.1_ASM213504v1.fna,3236,259,0.080037083,1936,621,420,0.650319113,0.208599261,0.141081626,0.698130633,23408,2921,2134,0.822401012,0.10262446,0.074974528,972217,945529,444134,385093,2.75E+06,00578GCF_002135045.1_ASM213504v1.fna,137,0.689978998,9549,27368,4880,1086567,1084040,490584,484712,TRUE,3145903,398930,0.228461373,0.654783836,0.116754791,0.126809377,252861,146069,0.633848044,6628,3960,2746
00579GCF_002153915.1_ASM215391v1.fna,1510,52,0.034437086,319,87,1052,0.218792867,0.059670782,0.721536351,0.391384291,22661,21874,29856,0.304620183,0.294040946,0.401338872,265373,239746,492773,292704,1.29E+06,00579GCF_002153915.1_ASM215391v1.fna,8,0.378976426,24372,22892,30427,285525,287930,454295,485418,TRUE,1513168,222572,0.31370429,0.294654464,0.391641245,0.147090079,68336,154236,0.307028737,2498,231,571
00580GCF_002156705.1_ASM215670v1.fna,3785,193,0.050990753,2294,658,640,0.638641425,0.183184855,0.178173719,0.651603498,33110,3768,3443,0.821160189,0.093450063,0.085389747,1075567,1102909,631311,533467,3.34E+06,00580GCF_002156705.1_ASM215670v1.fna,1,0.641082872,15203,41646,7955,1261367,1258440,703280,707461,TRUE,3930548,587294,0.234599716,0.642645516,0.122754768,0.149417842,341331,245963,0.581192725,11435,8536,4512
00581GCF_002156965.1_ASM215696v1.fna,1604,47,0.029301746,286,342,929,0.183686577,0.219653179,0.596660244,0.321101376,32859,18705,31062,0.397683538,0.226381526,0.375934936,224750,173268,470140,371382,1.24E+06,00581GCF_002156965.1_ASM215696v1.fna,1,0.31437365,17488,31414,37833,211779,215794,464438,468068,TRUE,1360079,120539,0.201625641,0.362183663,0.436190696,0.088626469,29555,90984,0.245190353,-1217,-1445,6771
00582GCF_002177135.1_ASM217713v1.fna,3774,160,0.042395337,1520,774,1320,0.420586608,0.214167128,0.365246265,0.614510774,43196,5528,6261,0.785596072,0.10053651,0.113867418,1024031,1038972,699387,594757,3.36E+06,00582GCF_002177135.1_ASM217713v1.fna,8,0.602022107,18205,50042,12650,1176332,1180183,777453,780365,TRUE,3914333,557186,0.225039247,0.61858907,0.156371683,0.142345069,293512,263674,0.526775619,12677,6846,6389
00583GCF_002194565.1_Pdsh-A1.0.fna,2056,80,0.038910506,329,1058,589,0.166497976,0.535425101,0.298076923,0.545074257,22662,42029,20773,0.26516428,0.491774314,0.243061406,512321,448132,438823,362783,1.76E+06,00583GCF_002194565.1_Pdsh-A1.0.fna,9,0.538794526,47697,23502,21020,553277,547380,472921,469236,TRUE,2042814,280755,0.517214457,0.254849868,0.227935675,0.13743542,140204,140551,0.499382023,5668,840,247
00584GCF_002197185.1_ASM219718v1.fna,1969,46,0.023362113,1334,291,298,0.693707748,0.151326053,0.154966199,0.566416062,28613,12742,14045,0.516480144,0.23,0.253519856,517011,459846,418489,329282,1.72E+06,00584GCF_002197185.1_ASM219718v1.fna,1,0.556857445,15099,30546,14292,516290,516631,408264,413726,TRUE,1854911,130283,0.25191451,0.509635117,0.238450373,0.070236793,56064,74219,0.430324755,2357,1933,247
00585GCF_002201915.1_ASM220191v1.fna,1522,50,0.032851511,810,285,377,0.550271739,0.19361413,0.25611413,0.578686655,21496,12034,8296,0.513938698,0.287715775,0.198345527,423643,335819,294818,258109,1.31E+06,00585GCF_002201915.1_ASM220191v1.fna,1,0.576743275,13061,20340,9569,412943,411921,303112,302234,TRUE,1430210,117821,0.303956249,0.473353502,0.222690249,0.08238021,65402,52419,0.55509629,1027,-1156,1273
00586GCF_002208625.1_ASM220862v1.fna,1639,95,0.057962172,91,305,1148,0.058937824,0.19753886,0.743523316,0.277312017,39291,25271,65202,0.302788138,0.194745846,0.502466015,250615,167386,577097,512233,1.51E+06,00586GCF_002208625.1_ASM220862v1.fna,300,0.244154266,27273,32859,99173,235194,233893,726753,725433,TRUE,1921273,413942,0.1711999,0.206264712,0.622535388,0.215451943,51086,362856,0.123413425,2002,-6432,33971
00587GCF_002214165.1_ASM221416v1.fna,968,35,0.036157025,430,95,408,0.460878885,0.101822079,0.437299035,0.406533433,16659,10697,19718,0.353889621,0.227237966,0.418872414,192199,151051,288436,212648,8.44E+05,00587GCF_002214165.1_ASM221416v1.fna,1,0.393554695,10987,16342,22060,189165,185601,295415,282078,TRUE,952259,107925,0.222458442,0.330883395,0.446658163,0.113335763,31516,76409,0.292017605,290,-317,2342
00588GCF_002214365.1_ASM221436v1.fna,1992,84,0.042168675,1278,250,380,0.669811321,0.131027254,0.199161426,0.573960122,26771,10963,15755,0.500495429,0.204958029,0.294546542,529303,451208,406900,320915,1.71E+06,00588GCF_002214365.1_ASM221436v1.fna,1,0.564475116,13586,28894,16888,527056,526718,407592,405455,TRUE,1866821,158495,0.228843822,0.486693168,0.28446301,0.084901016,73263,85232,0.462241711,2623,2123,1133
00589GCF_002214385.1_ASM221438v1.fna,1825,59,0.032328767,1168,233,365,0.661381653,0.13193658,0.206681767,0.524314496,28708,13433,17696,0.479770042,0.224493207,0.295736752,435131,372274,410273,322247,1.54E+06,00589GCF_002214385.1_ASM221438v1.fna,1,0.516667821,15637,28288,18832,434193,430773,408404,400754,TRUE,1674124,134199,0.249167424,0.450754498,0.300078079,0.080160729,57561,76638,0.428922719,2204,-420,1136
00590GCF_002214465.1_ASM221446v1.fna,2022,55,0.027200791,1298,296,373,0.659888155,0.150482969,0.189628876,0.554797345,31761,13101,15884,0.522849241,0.215668521,0.261482238,530480,461000,443401,352222,1.79E+06,00590GCF_002214465.1_ASM221446v1.fna,1,0.546922864,15410,32465,16469,526886,524530,436031,434974,TRUE,1922421,135318,0.23949397,0.504553649,0.255952381,0.070389368,59936,75382,0.442927031,2309,704,585
00591GCF_002214485.1_ASM221448v1.fna,1925,60,0.031168831,1312,220,333,0.703485255,0.117962466,0.178552279,0.55105064,28550,12834,15556,0.501404988,0.225395153,0.27319986,479022,420086,409907,322610,1.63E+06,00591GCF_002214485.1_ASM221448v1.fna,1,0.542407773,15628,29534,16385,485297,483267,408373,408738,TRUE,1785675,154050,0.253919769,0.479860919,0.266219312,0.086269898,69456,84594,0.450866602,2794,984,829
00592GCF_002214505.1_ASM221450v1.fna,2126,64,0.030103481,1410,288,364,0.683802134,0.139670223,0.176527643,0.558509983,30868,13515,16698,0.505361733,0.221263568,0.273374699,555185,488115,462912,361794,1.87E+06,00592GCF_002214505.1_ASM221450v1.fna,1,0.54993963,17024,32909,17078,557584,558337,453123,460126,TRUE,2029170,161164,0.254047843,0.491098476,0.254853681,0.079423607,72621,88543,0.450603112,3509,2041,380
00593GCF_002214525.1_ASM221452v1.fna,1610,54,0.033540373,1001,206,349,0.643316195,0.132390746,0.224293059,0.556290624,24124,9223,14591,0.503233343,0.192394343,0.304372314,428492,354951,349735,275156,1.41E+06,00593GCF_002214525.1_ASM221452v1.fna,1,0.548794342,10913,24308,15572,420974,414741,345669,341436,TRUE,1522820,114486,0.21485244,0.478569882,0.306577678,0.075180258,52272,62214,0.456579844,1690,184,981
00594GCF_002214545.1_ASM221454v1.fna,2274,63,0.027704485,1416,339,456,0.640434193,0.153324288,0.20624152,0.542873222,35013,14972,18300,0.512748041,0.219257524,0.267994435,555422,477688,484874,385057,1.90E+06,00594GCF_002214545.1_ASM221454v1.fna,1,0.534528918,17369,35316,19707,551963,552339,480320,481313,TRUE,2065935,162894,0.239929827,0.487843961,0.272226213,0.078847592,71192,91702,0.437044949,2397,303,1407
00595GCF_002214565.1_ASM221456v1.fna,2004,65,0.03243513,1345,259,335,0.693656524,0.133574007,0.172769469,0.564324847,29054,12775,14208,0.518478862,0.227974374,0.253546764,520055,459846,422752,333760,1.74E+06,00595GCF_002214565.1_ASM221456v1.fna,1,0.555976698,15353,30667,14451,518305,520811,415429,414447,TRUE,1868992,132579,0.253890295,0.507135652,0.238974054,0.070936098,59215,73364,0.446639362,2578,1613,243
00596GCF_002214585.1_ASM221458v1.fna,2114,56,0.026490066,1434,243,381,0.696793003,0.118075802,0.185131195,0.539101964,34139,15624,19218,0.494904394,0.226497151,0.278598455,544937,470971,485758,382779,1.88E+06,00596GCF_002214585.1_ASM221458v1.fna,2,0.530862898,18819,34559,20273,543280,541352,481387,477130,TRUE,2043149,158704,0.255515879,0.469226487,0.275257634,0.077676175,68724,89980,0.433032564,3195,420,1055
00597GCF_002214605.1_ASM221460v1.fna,2134,69,0.032333646,1053,408,604,0.509927361,0.197578692,0.292493947,0.454580536,38773,28323,35672,0.377286704,0.275601355,0.347111941,483535,345779,554756,440280,1.82E+06,00597GCF_002214605.1_ASM221460v1.fna,1,0.449217731,27887,34300,36383,443014,438344,543265,537361,TRUE,1961984,137634,0.282915694,0.347976058,0.369108248,0.070150419,52044,85590,0.37813331,-436,-4473,711
00598GCF_002215285.1_ASM221528v1.fna,3530,427,0.120963173,1730,731,642,0.557524976,0.235578472,0.206896552,0.666010916,29225,4258,3814,0.783575086,0.114164678,0.102260235,947382,931903,506116,436302,2.82E+06,00598GCF_002215285.1_ASM221528v1.fna,277,0.653906823,11947,34249,7806,1072541,1071507,569153,565627,TRUE,3278828,457125,0.221232547,0.634217251,0.144550202,0.139417194,264763,192362,0.579191687,7689,5024,3992
00599GCF_002215305.1_ASM221530v1.fna,3710,321,0.086522911,1867,801,721,0.55089997,0.236352906,0.212747123,0.656513021,33953,5336,4789,0.77029357,0.121058124,0.108648305,1028902,1002260,572562,490140,3.09E+06,00599GCF_002215305.1_ASM221530v1.fna,193,0.643709601,14651,40198,9783,1169810,1169394,643009,651730,TRUE,3633943,540079,0.226683377,0.621951974,0.151364649,0.148620658,308042,232037,0.570364706,9315,6245,4994
00600GCF_002215405.1_ASM221540v1.fna,2279,88,0.038613427,750,410,1031,0.342309448,0.187129165,0.470561387,0.376606483,40142,42488,57059,0.287366937,0.304161387,0.408471676,424992,302559,659940,544369,1.93E+06,00600GCF_002215405.1_ASM221540v1.fna,1,0.36747879,41373,38198,65307,398652,399362,683261,690317,TRUE,2171592,239732,0.285571308,0.263656318,0.450772374,0.110394586,70463,169269,0.293924049,-1115,-1944,8248
00601GCF_002215445.1_ASM221544v1.fna,2346,87,0.037084399,777,422,1060,0.343957503,0.186808322,0.469234174,0.376875584,41398,43630,58821,0.287787889,0.303304159,0.408907952,437967,312912,679210,562290,1.99E+06,00601GCF_002215445.1_ASM221544v1.fna,1,0.36739788,43282,39915,68470,416847,417270,714654,721566,TRUE,2270337,277958,0.285375197,0.263175246,0.451449557,0.122430282,83238,194720,0.299462509,-348,-1483,9649
00602GCF_002215485.1_ASM221548v1.fna,2371,88,0.037115141,790,426,1067,0.346035918,0.186596583,0.467367499,0.377028259,41738,43920,59337,0.287858202,0.302906997,0.409234801,441783,315407,684821,566300,2.01E+06,00602GCF_002215485.1_ASM221548v1.fna,1,0.367576723,43560,40271,68943,419992,420549,719720,726448,TRUE,2286709,278398,0.28512705,0.263598518,0.451274432,0.121746143,83351,195047,0.299395111,-360,-1467,9606
00603GCF_002215525.1_ASM221552v1.fna,2309,90,0.038977913,764,411,1044,0.344299234,0.185218567,0.470482199,0.376447739,40903,43111,58123,0.287771657,0.303305965,0.408922378,431856,308369,670407,555710,1.97E+06,00603GCF_002215525.1_ASM221552v1.fna,1,0.36696168,42661,39455,67668,410319,411015,705127,711740,TRUE,2238201,271859,0.284816803,0.263412648,0.45177055,0.121463175,81109,190750,0.298349512,-450,-1448,9545
00604GCF_002215565.1_ASM221556v1.fna,2287,81,0.035417578,756,413,1037,0.342701723,0.187216682,0.470081596,0.376553871,40773,42959,57920,0.287839212,0.303271398,0.408889391,430399,307171,667384,553783,1.96E+06,00604GCF_002215565.1_ASM221556v1.fna,1,0.367081175,42548,39368,67274,409054,408014,702200,706583,TRUE,2225851,267114,0.285193378,0.263878276,0.450928346,0.120005337,79498,187616,0.297618245,-411,-1405,9354
